	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_04.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_05.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d	C:\Users\Host\Downloads\chuze_06.c3d
73	26.46	2.21	-9.79	1.52	-1.00	1.17	23.26	1.01	-1.88	0.41	-1.48	0.55	70.99	1.09	-2.56	1.75	-14.97	2.06	59.43	2.71	-6.09	3.74	-1.88	1.11	65.84	0.35	2.78	1.13	-21.03	1.12	65.13	0.71	-6.28	1.53	-9.31	1.79	28.72	-8.04	0.29	24.63	23.20	-1.31	-2.28	-0.94	-2.22	72.17	-0.58	-15.39	61.99	-5.37	-2.03	66.15	65.96	2.27	3.09	-22.14	-20.89	66.12	65.14	-6.16	-7.93	-8.97	-11.13	26.36	-10.59	-2.00	23.01	-1.87	-1.54	70.77	-3.20	-16.78	59.71	-10.14	-2.90	65.33	1.56	-21.53	64.52	-4.27	-6.97	24.30	-10.73	-1.29	22.18	-2.05	-1.24	70.03	-3.90	-12.73	56.60	-2.76	-0.70	65.90	4.19	-19.54	64.72	-6.76	-10.18
74	28.10	2.10	-8.96	1.45	-0.62	1.03	24.81	0.91	-1.26	0.44	-1.36	0.60	71.47	0.61	-2.12	1.86	-15.73	1.96	61.92	2.00	-6.23	3.32	-1.72	1.18	65.90	0.21	2.47	1.25	-21.13	1.12	67.15	0.65	-6.01	1.05	-9.12	1.67	30.24	-7.29	0.47	26.06	24.72	-0.69	-1.77	-0.71	-2.15	72.14	-0.05	-15.85	63.67	-5.56	-1.86	65.88	66.01	1.94	2.74	-22.10	-21.27	68.10	67.01	-5.91	-7.24	-8.95	-10.85	28.00	-9.79	-1.58	24.62	-1.24	-1.25	71.33	-2.63	-17.63	62.35	-9.83	-2.83	65.62	1.15	-21.60	66.65	-4.68	-6.90	26.06	-9.80	-0.74	23.86	-1.35	-1.34	70.94	-3.66	-13.72	59.74	-3.28	-0.48	66.09	4.07	-19.53	66.83	-6.19	-9.78
75	29.63	1.98	-8.15	1.33	-0.36	0.86	26.26	0.82	-0.65	0.49	-1.29	0.68	71.47	0.15	-1.66	1.96	-16.31	1.76	64.13	1.37	-6.40	2.75	-1.66	1.21	65.50	0.27	2.11	1.33	-21.12	1.13	68.93	0.58	-5.85	0.69	-9.02	1.52	31.66	-6.62	0.48	27.38	26.10	-0.08	-1.28	-0.56	-2.15	71.64	0.44	-16.20	65.18	-5.87	-1.79	65.15	65.58	1.59	2.30	-21.94	-21.55	69.79	68.64	-5.77	-6.75	-9.02	-10.63	29.53	-8.99	-1.24	26.13	-0.62	-1.02	71.39	-1.99	-18.12	64.63	-9.38	-2.79	65.47	0.70	-21.55	68.57	-5.08	-6.98	27.71	-8.85	-0.33	25.42	-0.62	-1.42	71.37	-3.43	-14.60	62.58	-3.96	-0.39	65.79	3.85	-19.45	68.73	-5.79	-9.46
76	31.06	1.85	-7.37	1.16	-0.22	0.68	27.59	0.74	-0.05	0.55	-1.22	0.75	70.99	0.32	-1.19	2.07	-16.70	1.53	66.05	0.85	-6.59	2.11	-1.72	1.19	64.65	0.47	1.68	1.37	-21.14	1.16	70.49	0.49	-5.84	0.50	-9.06	1.37	32.97	-6.04	0.37	28.62	27.34	0.50	-0.81	-0.46	-2.18	70.69	0.93	-16.51	66.53	-6.28	-1.89	63.97	64.72	1.22	1.78	-21.78	-21.87	71.21	70.08	-5.74	-6.56	-9.20	-10.54	30.95	-8.18	-0.97	27.54	-0.00	-0.85	70.96	-1.29	-18.31	66.55	-8.84	-2.81	64.89	0.23	-21.47	70.27	-5.44	-7.22	29.26	-7.89	-0.07	26.86	0.13	-1.41	71.32	-3.21	-15.27	65.07	-4.65	-0.46	65.03	3.49	-19.42	70.42	-5.61	-9.27
77	32.37	1.73	-6.64	0.97	-0.17	0.51	28.82	0.69	0.53	0.64	-1.12	0.79	70.04	0.75	-0.71	2.19	-16.94	1.30	67.69	0.46	-6.76	1.52	-1.92	1.14	63.37	0.69	1.18	1.35	-21.26	1.22	71.86	0.41	-5.97	0.49	-9.22	1.26	34.15	-5.56	0.17	29.77	28.47	1.03	-0.39	-0.37	-2.18	69.28	1.39	-16.84	67.72	-6.75	-2.15	62.36	63.45	0.82	1.18	-21.74	-22.35	72.38	71.40	-5.83	-6.70	-9.47	-10.61	32.26	-7.41	-0.76	28.87	0.59	-0.68	70.07	-0.56	-18.29	68.13	-8.29	-2.92	63.86	-0.26	-21.43	71.73	-5.71	-7.57	30.69	-6.96	0.06	28.18	0.87	-1.26	70.78	-2.98	-15.70	67.21	-5.24	-0.68	63.80	2.99	-19.52	71.91	-5.62	-9.24
78	33.56	1.61	-5.97	0.77	-0.18	0.36	29.97	0.67	1.05	0.73	-0.95	0.83	68.63	1.17	-0.24	2.31	-17.09	1.15	69.06	0.35	-6.90	1.11	-2.26	1.07	61.65	0.91	0.62	1.30	-21.54	1.34	73.03	0.32	-6.17	0.61	-9.50	1.19	35.21	-5.16	-0.05	30.85	29.51	1.49	-0.01	-0.24	-2.11	67.41	1.84	-17.21	68.74	-7.22	-2.57	60.34	61.79	0.39	0.51	-21.89	-23.01	73.35	72.62	-5.99	-7.08	-9.84	-10.84	33.47	-6.69	-0.59	30.11	1.15	-0.49	68.73	0.18	-18.18	69.44	-7.81	-3.14	62.39	-0.79	-21.48	72.96	-5.85	-7.97	31.99	-6.07	0.10	29.39	1.57	-0.96	69.74	-2.73	-15.88	68.99	-5.67	-1.07	62.10	2.35	-19.78	73.20	-5.77	-9.37
79	34.62	1.49	-5.36	0.62	-0.21	0.27	31.02	0.66	1.51	0.83	-0.68	0.86	66.76	1.57	0.24	2.41	-17.20	1.15	70.18	0.53	-6.99	0.94	-2.71	0.99	59.51	1.13	-0.01	1.22	-21.97	1.50	74.03	0.25	-6.39	0.81	-9.87	1.18	36.13	-4.82	-0.25	31.84	30.47	1.87	0.31	-0.03	-1.93	65.09	2.26	-17.64	69.58	-7.61	-3.07	57.89	59.71	-0.10	-0.20	-22.26	-23.81	74.14	73.71	-6.19	-7.58	-10.26	-11.19	34.57	-6.04	-0.45	31.28	1.67	-0.25	66.98	0.89	-18.06	70.52	-7.45	-3.47	60.48	-1.34	-21.63	73.98	-5.84	-8.37	33.15	-5.23	0.08	30.50	2.21	-0.52	68.21	-2.43	-15.90	70.45	-5.92	-1.60	59.95	1.61	-20.19	74.28	-5.96	-9.64
80	35.55	1.37	-4.82	0.54	-0.23	0.26	31.99	0.66	1.90	0.93	-0.31	0.89	64.46	1.98	0.70	2.45	-17.31	1.29	71.08	0.75	-7.02	0.94	-3.24	0.88	56.94	1.35	-0.66	1.12	-22.55	1.68	74.84	0.21	-6.54	1.02	-10.26	1.21	36.91	-4.53	-0.43	32.72	31.36	2.15	0.57	0.29	-1.64	62.32	2.62	-18.10	70.23	-7.85	-3.59	55.01	57.23	-0.63	-0.92	-22.87	-24.70	74.76	74.65	-6.36	-8.01	-10.71	-11.59	35.56	-5.45	-0.31	32.38	2.12	0.07	64.83	1.55	-18.00	71.41	-7.21	-3.88	58.16	-1.91	-21.90	74.79	-5.67	-8.73	34.18	-4.48	0.07	31.51	2.76	0.04	66.23	-2.06	-15.82	71.61	-6.00	-2.23	57.35	0.81	-20.73	75.14	-6.11	-10.02
81	36.33	1.24	-4.33	0.56	-0.21	0.35	32.86	0.67	2.22	1.03	0.16	0.93	61.73	2.39	1.14	2.40	-17.46	1.50	71.78	0.94	-6.97	0.99	-3.77	0.75	53.94	1.56	-1.32	1.03	-23.27	1.82	75.47	0.23	-6.58	1.20	-10.66	1.24	37.52	-4.26	-0.58	33.46	32.16	2.35	0.78	0.71	-1.23	59.12	2.88	-18.59	70.71	-7.91	-4.09	51.73	54.33	-1.17	-1.62	-23.72	-25.60	75.24	75.43	-6.49	-8.25	-11.14	-11.97	36.43	-4.93	-0.17	33.40	2.51	0.48	62.29	2.14	-18.04	72.14	-7.06	-4.32	55.42	-2.48	-22.34	75.42	-5.40	-9.04	35.05	-3.81	0.12	32.41	3.22	0.68	63.79	-1.60	-15.77	72.49	-5.93	-2.91	54.30	-0.00	-21.42	75.79	-6.18	-10.47
82	36.96	1.09	-3.90	0.63	-0.15	0.49	33.60	0.69	2.45	1.11	0.71	0.97	58.59	2.80	1.54	2.24	-17.70	1.68	72.29	1.10	-6.85	1.04	-4.26	0.61	50.54	1.78	-1.92	0.94	-24.13	1.89	75.93	0.28	-6.51	1.31	-11.01	1.28	37.93	-3.99	-0.70	34.05	32.86	2.46	0.94	1.21	-0.72	55.50	3.02	-19.10	71.04	-7.83	-4.50	48.05	51.00	-1.68	-2.21	-24.80	-26.47	75.58	76.02	-6.59	-8.23	-11.54	-12.28	37.16	-4.47	-0.01	34.31	2.84	0.98	59.34	2.63	-18.17	72.69	-6.96	-4.72	52.28	-3.01	-22.97	75.88	-5.08	-9.29	35.78	-3.23	0.26	33.19	3.58	1.37	60.94	-1.04	-15.84	73.13	-5.76	-3.57	50.82	-0.77	-22.28	76.25	-6.14	-10.94
83	37.40	0.93	-3.51	0.69	-0.03	0.67	34.19	0.73	2.62	1.18	1.30	1.01	55.06	3.20	1.88	1.99	-18.07	1.80	72.63	1.23	-6.70	1.09	-4.67	0.46	46.74	1.98	-2.40	0.86	-25.15	1.90	76.25	0.32	-6.38	1.35	-11.33	1.31	38.11	-3.73	-0.78	34.43	33.42	2.50	1.06	1.78	-0.18	51.49	3.03	-19.67	71.23	-7.69	-4.81	44.01	47.28	-2.08	-2.64	-26.09	-27.35	75.82	76.45	-6.68	-8.02	-11.89	-12.53	37.74	-4.07	0.17	35.08	3.10	1.54	56.00	3.02	-18.43	73.10	-6.88	-5.04	48.74	-3.44	-23.82	76.19	-4.77	-9.50	36.34	-2.74	0.51	33.82	3.84	2.07	57.68	-0.42	-16.13	73.56	-5.54	-4.15	46.94	-1.42	-23.33	76.54	-6.04	-11.39
84	37.65	0.79	-3.18	0.74	0.14	0.87	34.59	0.81	2.73	1.22	1.88	1.06	51.15	3.60	2.14	1.67	-18.62	1.82	72.82	1.33	-6.60	1.16	-4.97	0.34	42.58	2.17	-2.69	0.78	-26.34	1.87	76.45	0.36	-6.27	1.36	-11.60	1.32	38.05	-3.48	-0.83	34.60	33.79	2.47	1.16	2.37	0.33	47.12	2.90	-20.32	71.30	-7.63	-5.04	39.63	43.20	-2.33	-2.85	-27.55	-28.30	75.97	76.76	-6.78	-7.78	-12.18	-12.73	38.16	-3.72	0.40	35.69	3.29	2.11	52.29	3.29	-18.82	73.36	-6.82	-5.27	44.83	-3.70	-24.89	76.35	-4.57	-9.70	36.73	-2.33	0.86	34.27	4.00	2.72	54.03	0.23	-16.71	73.80	-5.34	-4.60	42.68	-1.89	-24.60	76.70	-5.95	-11.80
85	37.68	0.74	-2.90	0.77	0.37	1.08	34.76	0.92	2.78	1.24	2.42	1.13	46.88	3.98	2.31	1.33	-19.35	1.74	72.89	1.43	-6.60	1.24	-5.18	0.26	38.10	2.35	-2.75	0.70	-27.66	1.77	76.52	0.40	-6.23	1.33	-11.85	1.33	37.73	-3.26	-0.83	34.51	33.95	2.40	1.22	2.94	0.78	42.40	2.66	-21.08	71.26	-7.71	-5.21	34.95	38.80	-2.36	-2.78	-29.08	-29.30	76.02	76.93	-6.91	-7.57	-12.40	-12.94	38.40	-3.43	0.67	36.09	3.42	2.64	48.22	3.43	-19.36	73.50	-6.82	-5.43	40.57	-3.72	-26.16	76.38	-4.52	-9.92	36.92	-2.02	1.27	34.49	4.07	3.31	50.01	0.84	-17.61	73.91	-5.26	-4.90	38.08	-2.14	-26.09	76.73	-5.93	-12.14
86	37.50	0.82	-2.69	0.77	0.64	1.27	34.70	1.07	2.77	1.25	2.86	1.20	42.27	4.34	2.38	1.05	-20.28	1.56	72.84	1.52	-6.74	1.31	-5.30	0.24	33.34	2.49	-2.55	0.63	-29.02	1.60	76.46	0.44	-6.28	1.26	-12.07	1.32	37.17	-3.08	-0.76	34.19	33.88	2.29	1.26	3.45	1.12	37.36	2.35	-21.94	71.09	-7.96	-5.31	30.04	34.13	-2.15	-2.43	-30.55	-30.25	75.97	76.97	-7.06	-7.42	-12.57	-13.17	38.43	-3.18	0.97	36.26	3.48	3.07	43.82	3.45	-20.07	73.53	-6.91	-5.54	35.99	-3.48	-27.55	76.27	-4.61	-10.16	36.90	-1.79	1.72	34.48	4.06	3.81	45.62	1.36	-18.83	73.89	-5.35	-5.06	33.20	-2.13	-27.74	76.63	-6.02	-12.39
87	37.11	1.00	-2.54	0.76	0.94	1.42	34.41	1.22	2.72	1.23	3.20	1.29	37.35	4.66	2.37	0.85	-21.38	1.32	72.68	1.61	-7.03	1.34	-5.37	0.26	28.35	2.60	-2.10	0.59	-30.33	1.34	76.27	0.48	-6.39	1.16	-12.25	1.29	36.42	-2.98	-0.62	33.64	33.58	2.15	1.27	3.87	1.33	32.07	2.02	-22.85	70.83	-8.32	-5.38	24.95	29.24	-1.72	-1.81	-31.81	-31.08	75.79	76.87	-7.19	-7.33	-12.68	-13.39	38.25	-2.98	1.29	36.18	3.49	3.39	39.09	3.34	-20.96	73.44	-7.13	-5.64	31.14	-2.97	-28.97	76.01	-4.82	-10.41	36.65	-1.67	2.15	34.23	3.97	4.21	40.90	1.75	-20.32	73.77	-5.65	-5.11	28.08	-1.88	-29.44	76.42	-6.20	-12.54
88	36.53	1.20	-2.48	0.73	1.28	1.49	33.91	1.35	2.62	1.21	3.44	1.39	32.20	4.91	2.29	0.75	-22.57	1.02	72.43	1.70	-7.45	1.27	-5.42	0.32	23.23	2.64	-1.45	0.55	-31.44	1.03	75.97	0.54	-6.51	1.05	-12.39	1.24	35.53	-2.96	-0.36	32.94	33.07	1.99	1.24	4.19	1.45	26.62	1.72	-23.75	70.47	-8.70	-5.42	19.80	24.24	-1.10	-1.04	-32.71	-31.73	75.49	76.67	-7.25	-7.30	-12.78	-13.55	37.87	-2.84	1.65	35.86	3.45	3.59	34.10	3.14	-22.01	73.25	-7.48	-5.74	26.06	-2.24	-30.29	75.62	-5.05	-10.63	36.19	-1.64	2.54	33.77	3.81	4.54	35.87	2.01	-21.96	73.56	-6.15	-5.09	22.81	-1.41	-31.04	76.08	-6.44	-12.61
89	35.81	1.39	-2.50	0.69	1.64	1.46	33.26	1.44	2.48	1.17	3.61	1.47	26.89	5.05	2.17	0.71	-23.79	0.71	72.08	1.77	-7.91	1.11	-5.48	0.40	18.08	2.62	-0.67	0.51	-32.24	0.72	75.55	0.62	-6.58	0.95	-12.50	1.19	34.58	-3.02	0.02	32.15	32.41	1.83	1.17	4.40	1.51	21.14	1.47	-24.56	70.05	-9.00	-5.51	14.72	19.23	-0.34	-0.22	-33.10	-32.12	75.06	76.40	-7.19	-7.27	-12.90	-13.64	37.31	-2.77	2.05	35.33	3.35	3.71	28.92	2.88	-23.17	72.96	-7.95	-5.86	20.85	-1.34	-31.36	75.12	-5.22	-10.83	35.54	-1.71	2.86	33.15	3.58	4.81	30.60	2.15	-23.63	73.25	-6.78	-5.06	17.52	-0.77	-32.39	75.64	-6.64	-12.64
90	35.02	1.51	-2.59	0.65	2.05	1.34	32.53	1.48	2.30	1.13	3.73	1.53	21.57	5.02	1.99	0.69	-24.92	0.49	71.67	1.81	-8.35	0.88	-5.59	0.49	13.06	2.50	0.18	0.43	-32.64	0.59	75.06	0.74	-6.55	0.88	-12.62	1.15	33.67	-3.15	0.55	31.36	31.65	1.67	1.03	4.51	1.57	15.84	1.23	-25.23	69.59	-9.17	-5.72	9.89	14.36	0.50	0.56	-32.94	-32.21	74.53	76.10	-7.00	-7.21	-13.10	-13.68	36.64	-2.75	2.48	34.65	3.22	3.77	23.67	2.57	-24.36	72.58	-8.45	-6.00	15.63	-0.35	-32.09	74.53	-5.27	-11.01	34.75	-1.88	3.12	32.45	3.30	5.05	25.21	2.19	-25.18	72.84	-7.42	-5.04	12.38	0.00	-33.33	75.09	-6.73	-12.71
91	34.24	1.54	-2.75	0.62	2.49	1.12	31.80	1.46	2.10	1.09	3.83	1.54	16.44	4.79	1.77	0.69	-25.91	0.51	71.18	1.81	-8.72	0.66	-5.78	0.61	8.36	2.29	1.03	0.33	-32.60	0.78	74.52	0.87	-6.42	0.85	-12.81	1.12	32.90	-3.34	1.22	30.67	30.88	1.52	0.84	4.54	1.70	10.95	0.97	-25.76	69.10	-9.25	-6.09	5.50	9.80	1.35	1.25	-32.26	-32.00	73.93	75.77	-6.73	-7.09	-13.40	-13.73	35.92	-2.79	2.94	33.87	3.06	3.82	18.52	2.21	-25.49	72.13	-8.94	-6.18	10.58	0.65	-32.39	73.91	-5.17	-11.21	33.89	-2.11	3.32	31.75	2.97	5.27	19.83	2.12	-26.47	72.32	-7.99	-5.08	7.58	0.87	-33.74	74.45	-6.68	-12.90
92	33.56	1.50	-2.93	0.58	2.98	0.84	31.15	1.38	1.87	1.06	3.95	1.49	11.71	4.33	1.46	0.71	-26.68	0.65	70.66	1.78	-9.02	0.54	-6.08	0.76	4.19	1.99	1.85	0.23	-32.16	1.08	73.94	1.01	-6.21	0.86	-13.11	1.11	32.38	-3.54	2.01	30.16	30.18	1.40	0.61	4.52	1.94	6.75	0.65	-26.19	68.60	-9.31	-6.62	1.77	5.72	2.16	1.83	-31.20	-31.53	73.32	75.42	-6.45	-6.91	-13.83	-13.87	35.24	-2.87	3.42	33.11	2.86	3.88	13.71	1.78	-26.44	71.64	-9.35	-6.41	5.93	1.61	-32.28	73.27	-4.96	-11.50	33.06	-2.38	3.50	31.14	2.62	5.46	14.69	1.95	-27.41	71.73	-8.40	-5.22	3.35	1.78	-33.63	73.76	-6.51	-13.25
93	33.07	1.40	-3.11	0.54	3.48	0.52	30.66	1.27	1.67	1.03	4.10	1.38	7.66	3.63	1.07	0.73	-27.23	0.70	70.13	1.72	-9.25	0.53	-6.47	0.91	0.76	1.63	2.59	0.25	-31.44	1.33	73.39	1.12	-6.00	0.86	-13.52	1.11	32.18	-3.71	2.89	29.89	29.61	1.35	0.37	4.50	2.33	3.48	0.26	-26.59	68.14	-9.43	-7.25	-1.11	2.32	2.89	2.32	-29.97	-30.90	72.76	75.05	-6.24	-6.72	-14.33	-14.11	34.68	-2.96	3.89	32.43	2.66	3.95	9.46	1.29	-27.13	71.15	-9.66	-6.71	1.91	2.49	-31.83	72.67	-4.74	-11.89	32.35	-2.65	3.67	30.72	2.30	5.63	10.04	1.67	-27.97	71.09	-8.65	-5.46	-0.09	2.68	-33.08	73.08	-6.28	-13.76
94	32.82	1.29	-3.23	0.49	3.98	0.27	30.38	1.18	1.53	1.01	4.30	1.21	4.50	2.73	0.63	0.71	-27.57	0.58	69.64	1.62	-9.42	0.58	-6.90	1.03	-1.76	1.26	3.25	0.35	-30.62	1.46	72.92	1.20	-5.84	0.86	-14.00	1.10	32.32	-3.78	3.81	29.84	29.20	1.40	0.18	4.53	2.85	1.35	-0.13	-27.02	67.78	-9.64	-7.86	-3.02	-0.25	3.50	2.75	-28.82	-30.24	72.34	74.70	-6.15	-6.57	-14.83	-14.45	34.29	-3.02	4.29	31.94	2.50	4.03	6.01	0.73	-27.50	70.70	-9.86	-7.04	-1.23	3.24	-31.15	72.16	-4.60	-12.38	31.86	-2.88	3.84	30.52	2.03	5.77	6.14	1.28	-28.18	70.46	-8.77	-5.81	-2.54	3.49	-32.26	72.48	-6.06	-14.35
95	32.84	1.23	-3.24	0.42	4.44	0.36	30.29	1.14	1.49	1.00	4.54	1.02	2.40	1.71	0.18	0.63	-27.73	0.33	69.27	1.47	-9.56	0.66	-7.31	1.09	-3.27	0.95	3.76	0.43	-29.88	1.45	72.59	1.23	-5.78	0.84	-14.46	1.07	32.74	-3.72	4.72	29.99	28.93	1.55	0.09	4.65	3.50	0.44	-0.44	-27.55	67.59	-9.93	-8.35	-3.91	-1.91	3.95	3.14	-27.98	-29.69	72.10	74.42	-6.16	-6.48	-15.22	-14.80	34.12	-3.00	4.57	31.68	2.42	4.13	3.54	0.17	-27.53	70.33	-9.97	-7.38	-3.32	3.84	-30.42	71.79	-4.58	-12.88	31.66	-3.00	4.03	30.54	1.88	5.90	3.22	0.81	-28.11	69.90	-8.80	-6.18	-3.93	4.13	-31.44	72.05	-5.90	-14.92
96	33.08	1.21	-3.14	0.34	4.83	0.69	30.34	1.19	1.59	1.00	4.84	0.85	1.41	0.74	-0.19	0.47	-27.78	0.46	69.05	1.30	-9.67	0.78	-7.60	1.06	-3.78	0.79	4.10	0.47	-29.39	1.35	72.43	1.22	-5.82	0.78	-14.79	1.01	33.34	-3.52	5.58	30.24	28.77	1.82	0.16	4.88	4.20	0.66	-0.59	-28.17	67.60	-10.23	-8.63	-3.87	-2.63	4.20	3.44	-27.59	-29.33	72.06	74.24	-6.26	-6.46	-15.42	-15.09	34.15	-2.90	4.70	31.62	2.48	4.24	2.14	-0.32	-27.28	70.10	-10.00	-7.66	-4.31	4.24	-29.80	71.61	-4.71	-13.29	31.76	-3.00	4.22	30.72	1.88	6.02	1.41	0.34	-27.88	69.46	-8.78	-6.52	-4.30	4.54	-30.82	71.82	-5.85	-15.35
97	33.47	1.18	-2.91	0.26	5.14	1.03	30.45	1.29	1.83	1.01	5.16	0.75	1.46	0.62	-0.42	0.32	-27.77	1.00	68.99	1.13	-9.75	0.90	-7.72	0.95	-3.40	0.79	4.23	0.47	-29.22	1.17	72.43	1.17	-5.95	0.71	-14.91	0.96	33.98	-3.19	6.32	30.51	28.65	2.20	0.39	5.22	4.89	1.83	-0.52	-28.84	67.78	-10.50	-8.62	-3.07	-2.49	4.24	3.57	-27.70	-29.22	72.17	74.16	-6.44	-6.48	-15.38	-15.23	34.31	-2.69	4.68	31.69	2.71	4.37	1.80	-0.68	-26.85	70.01	-10.00	-7.81	-4.28	4.42	-29.41	71.61	-4.96	-13.48	32.12	-2.84	4.41	30.95	2.03	6.15	0.74	-0.07	-27.63	69.18	-8.76	-6.73	-3.78	4.67	-30.55	71.79	-5.93	-15.55
98	33.91	1.11	-2.56	0.17	5.33	1.32	30.54	1.42	2.23	1.02	5.47	0.72	2.38	1.29	-0.48	0.34	-27.74	1.58	69.04	1.00	-9.83	1.01	-7.61	0.79	-2.37	0.82	4.14	0.45	-29.40	0.99	72.52	1.10	-6.20	0.64	-14.79	0.95	34.57	-2.74	6.85	30.70	28.52	2.67	0.78	5.62	5.47	3.67	-0.25	-29.45	68.04	-10.74	-8.31	-1.74	-1.70	4.09	3.53	-28.26	-29.36	72.35	74.12	-6.72	-6.59	-15.10	-15.19	34.53	-2.39	4.53	31.80	3.12	4.52	2.37	-0.87	-26.34	70.04	-10.00	-7.76	-3.43	4.39	-29.28	71.73	-5.31	-13.39	32.62	-2.54	4.60	31.16	2.32	6.28	1.09	-0.33	-27.43	69.04	-8.75	-6.74	-2.60	4.54	-30.68	71.86	-6.17	-15.48
99	34.31	0.99	-2.12	0.10	5.38	1.49	30.55	1.55	2.74	1.03	5.74	0.74	3.92	1.82	-0.38	0.53	-27.72	2.04	69.13	0.92	-9.94	1.10	-7.23	0.65	-0.95	0.83	3.86	0.40	-29.87	0.91	72.55	1.00	-6.57	0.60	-14.42	0.98	35.02	-2.20	7.08	30.77	28.31	3.23	1.31	6.00	5.90	5.86	0.16	-29.91	68.28	-10.98	-7.72	-0.16	-0.51	3.78	3.33	-29.18	-29.72	72.47	74.00	-7.14	-6.84	-14.61	-14.97	34.73	-2.01	4.30	31.84	3.69	4.67	3.65	-0.89	-25.89	70.10	-10.04	-7.48	-2.07	4.17	-29.39	71.86	-5.74	-12.99	33.18	-2.14	4.77	31.27	2.74	6.39	2.26	-0.42	-27.37	69.00	-8.79	-6.50	-1.06	4.17	-31.20	71.90	-6.58	-15.13
100	34.60	0.82	-1.61	0.05	5.27	1.50	30.41	1.67	3.35	1.07	5.93	0.76	5.80	2.07	-0.17	0.70	-27.69	2.28	69.11	0.87	-10.12	1.18	-6.62	0.55	0.56	0.78	3.47	0.34	-30.54	1.00	72.37	0.87	-7.10	0.61	-13.86	1.07	35.27	-1.61	6.93	30.68	28.00	3.84	1.91	6.27	6.14	8.06	0.60	-30.08	68.33	-11.27	-6.92	1.38	0.79	3.38	3.03	-30.26	-30.24	72.34	73.61	-7.69	-7.30	-13.94	-14.63	34.84	-1.56	3.99	31.75	4.40	4.81	5.36	-0.77	-25.54	70.04	-10.18	-6.95	-0.49	3.82	-29.67	71.82	-6.24	-12.31	33.69	-1.65	4.90	31.23	3.25	6.49	3.98	-0.33	-27.45	68.96	-8.91	-5.98	0.57	3.64	-31.99	71.71	-7.15	-14.55
